20004		
30000	3728	5591
30001	3724	5587
30002	3726	5587
30003	3724	5589
0	16410	13174
1	12061	13631
2	16664	13844
3	16216	4048
4	18514	30
5	6283	651
6	17206	21991
7	7165	17814
8	17366	11975
9	14249	11472
10	12772	2931
11	20922	19483
12	21049	10604
13	16709	22228
14	5874	1376
15	20965	10879
16	10517	13982
17	21157	20980
18	4696	8413
19	4328	20599
20	21437	10447
21	20494	9485
22	6049	14251
23	8848	715
24	10008	3795
25	18405	4053
26	498	10111
27	12853	14679
28	14922	9713
29	18957	7135
30	13656	6438
31	2897	16853
32	7296	14452
33	12023	13593
34	18857	17586
35	10581	16883
36	15337	19358
37	878	21817
38	3454	14285
39	19058	18258
40	16879	3004
41	1305	18014
42	3300	22102
43	19215	6750
44	10227	403
45	4871	16103
46	1813	21232
47	201	12880
48	20893	9115
49	20983	4790
50	5861	11499
51	8043	12616
52	9422	9868
53	20042	20218
54	19535	14895
55	18895	18831
56	13152	1439
57	1076	17612
58	3737	997
59	1896	2656
60	20467	12364
61	2668	12251
62	16142	10904
63	19190	11745
64	5380	20856
65	6683	18173
66	9276	11000
67	11860	6121
68	3491	9013
69	21936	6294
70	8409	5054
71	1447	15616
72	11196	6194
73	7670	10398
74	15958	5219
75	13199	3625
76	20921	13094
77	13978	2039
78	12635	8495
79	3355	8944
80	9017	16207
81	9935	6562
82	11232	1199
83	1130	2481
84	11322	20547
85	15140	18932
86	3112	18248
87	18968	12088
88	5296	7325
89	7433	6418
90	1073	9299
91	19995	11992
92	15888	17594
93	8484	5214
94	3088	258
95	8245	11714
96	13420	7329
97	6956	20112
98	1825	15036
99	12132	4717
100	16454	19318
101	11291	16434
102	1741	3377
103	16309	2914
104	21360	14598
105	19215	3995
106	22201	1457
107	11020	5690
108	19304	10453
109	17425	9912
110	9336	21848
111	3690	15577
112	9514	17882
113	7529	22210
114	12183	11807
115	11640	15427
116	5447	930
117	18674	19247
118	3921	3706
119	17715	8675
120	13461	5913
121	11823	13234
122	21166	15073
123	2664	5288
124	19664	1377
125	7262	14995
126	15653	13864
127	3537	180
128	12783	16981
129	15618	7212
130	14720	7872
131	5390	4548
