1000		
0	1412.78	606.11
1	446.53	662.6
2	1503.22	1131.08
3	108.42	1737.64
4	1780.2	1865.28
5	1421.88	1611.98
6	1598.26	689.19
7	1736.12	1299.69
8	369.67	401.27
9	1407.9	1807.42
10	1851.36	1204.76
11	1470.37	1651.39
12	451.09	1058.34
13	1962.82	1718.9
14	861.02	84.16
15	1731.86	1142.43
16	787.5	1553.44
17	1526.48	1718.16
18	1353.38	1425.73
19	1433.24	371.65
20	754.59	1271.83
21	1877.79	1848.09
22	1044.57	1807.4
23	663.82	246.38
24	705.21	70.08
25	950.79	1605.26
26	764.73	498.41
27	1930.5	1890.09
28	660.5	1028.42
29	1416.67	60.06
30	1124.64	1613.43
31	789.49	106.75
32	292.17	1172.88
33	1354.25	1801.38
34	1309.76	1592.39
35	592.16	1400.86
36	887.79	1716.24
37	801.93	576.77
38	402.78	937.98
39	405.01	1633.85
40	845.31	366.37
41	309.7	1288.85
42	182.83	1195.13
43	1762.4	1712.32
44	182.67	420.35
45	597.51	1493.7
46	1177.3	952.73
47	1346.46	948.49
48	1239.33	59.75
49	775.09	309.83
50	1402.87	169.64
51	208.21	610.12
52	735	1653.22
53	892.2	1590.94
54	521.97	343.86
55	1850.83	1183.86
56	974.67	1803.75
57	161.46	835.09
58	690.74	1810.85
59	1673.71	1138.18
60	1960.83	342.94
61	869.53	942.13
62	1919.96	1515.87
63	97.31	447.11
64	586.12	284.46
65	1866.45	743.21
66	1900.39	188
67	685.51	1002.1
68	978.54	1555.2
69	449.94	1562.17
70	226.83	1124.96
71	806.91	804.72
72	1612.73	1586.79
73	1708.21	128.79
74	389.16	408.29
75	1481.98	1324.1
76	1034.13	810.04
77	845.87	1397.45
78	1519.26	931.75
79	1331.34	1446.93
80	387.8	658.69
81	1186.2	276.15
82	111.05	878.08
83	925.96	961.1
84	1805.52	642.83
85	1559.54	1082.31
86	1959.9	765.97
87	1379.3	812.86
88	1673.35	1355.6
89	1358.41	1560.72
90	1455.13	1109.07
91	933.17	975.06
92	1782	197.6
93	243.06	1748.62
94	82.39	1833.96
95	795.46	1552.09
96	195.36	250.13
97	469.95	196.1
98	1043.09	945.76
99	1971.18	1978.63
100	782.64	1358.23
101	830.29	764.7
102	497.66	78.52
103	527.83	1944.89
104	1660.17	666.39
105	1992.41	141.04
106	346.29	1527.05
107	1258.31	990.28
108	1191.96	854.26
109	1645.29	948.06
110	1568.6	1185.54
111	858.2	564.46
112	204.26	477.18
113	1734.7	547.18
114	94.11	6.3
115	1188.21	1733.54
116	534.13	621.12
117	683.94	698.44
118	450.64	365.11
119	113.92	530.64
120	1326.26	926.89
121	1188.63	907.83
122	1566.86	283.72
123	498.07	1424.3
124	672.53	1362.67
125	1281.71	44.24
126	1884.78	1403.57
127	637.78	532.34
128	1429.14	174.9
129	396.3	1548.58
130	151.02	413.84
131	1268.48	727.02
132	1347.38	1048.9
133	759.54	912.22
134	875.53	1566.84
135	1633.01	1926.23
136	1063.58	1130.31
137	1022.44	1301.02
138	1916.61	433.33
139	29.38	317.3
140	1234.33	1442.94
141	1919.32	745.8
142	869.67	1532.21
143	158.99	1178.32
144	1010.35	999.98
145	1218.91	1926.25
146	1381.67	1837.88
147	781.89	1487.39
148	1848.53	156.77
149	1177.92	1084.71
150	1799.33	1346.94
151	222.38	1234.42
152	1528.59	688.81
153	794.91	1898.77
154	1587.85	435.51
155	1740.11	1305.27
156	1485.05	1804.71
157	1496.85	130.62
158	707.84	74.17
159	1542.32	812.83
160	712.3	1409.63
161	365.15	982.53
162	89.46	232.94
163	1437.99	1396.25
164	1248.28	258.9
165	1041.86	288.49
166	1495.9	697.66
167	121.12	293.42
168	1759.17	797.5
169	198.15	593.27
170	1237.33	1776.33
171	710.58	1317.64
172	574.16	1360.46
173	1439.67	1277.14
174	225.93	1492.81
175	1919.7	1070.09
176	493.53	838.76
177	1210.47	485.62
178	940.76	1058.2
179	483.9	1180.12
180	1557.16	1017.12
181	838.01	1756.61
182	1292.75	1126.49
183	328.28	1678.78
184	411.31	1692.93
185	681.48	604.48
186	339.36	535.59
187	852.61	56.88
188	1836.33	657.2
189	1543.21	1207.06
190	1373.36	1488.53
191	1431.66	1486.79
192	757.55	604.53
193	817.78	1100.62
194	720.93	1934.33
195	885.3	1195.01
196	26.76	1706.31
197	1063.07	384.46
198	174.05	751.87
199	1710.61	107.73
200	1693.49	134.98
201	1224.7	1361.21
202	1501.54	933.82
203	1936.47	1913.09
204	1282.32	946.91
205	1591.84	315.29
206	1912.46	1136.81
207	1393.52	1995.27
208	366.46	548.64
209	364.86	1465.07
210	112.94	420.81
211	34.46	1919.82
212	917.68	1524.56
213	1275.81	99.86
214	824.86	452.5
215	452.08	1469.87
216	25.27	532.01
217	1552.76	1676.27
218	190.23	31.93
219	1807.4	1264.24
220	1988.09	137.19
221	1418.27	1968.54
222	646.5	1235.47
223	1008.15	459.94
224	1791.65	359.29
225	392.13	1718.74
226	447.2	1134.02
227	1241.71	253.44
228	186.91	1246.23
229	1705.43	446.49
230	1355.43	1593.56
231	1402.87	1891.65
232	1019	1544.17
233	919.46	1347.81
234	1079.43	404.33
235	1306.47	1747.01
236	1463.92	1296.39
237	200.27	310.93
238	565.52	972.07
239	1238.05	726.47
240	1437.26	732.19
